order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
2428,2906,2023-06-24,379,1,457.19,457.19,Pending,
2429,1749,2024-08-19,325,4,175.6,702.4,Pending,
2430,682,2025-02-23,264,5,175.34,876.7,Completed,2025-02-23
2431,5502,2025-12-18,375,3,69.7,209.1,Pending,
2432,6424,2024-02-08,223,3,368.1,1104.3,Pending,
2433,5580,2023-10-15,266,5,402.06,2010.3,Pending,
2434,7064,2024-11-04,464,3,280.44,841.32,Completed,2024-11-04
2435,7757,2025-02-03,373,5,93.51,467.55,Pending,
2436,4982,2024-11-05,91,5,97.36,486.8,Pending,
2437,1682,2023-08-26,330,3,88.42,265.26,Cancelled,
2438,1850,2024-07-07,258,3,63.98,191.94,Pending,
2439,8409,2023-06-22,111,3,349.75,1049.25,Completed,2023-06-23
2440,2760,2023-09-05,146,4,167.51,670.04,Pending,
2441,2659,2023-09-05,425,1,62.96,62.96,Completed,2023-09-06
2442,8292,2023-04-16,,3,353.9,1061.7,Completed,2023-04-19
2443,4871,2025-04-05,187,5,46.31,231.55,Cancelled,
2444,3058,2023-10-28,238,5,71.07,355.35,Cancelled,
2445,5357,2025-02-28,235,5,476.31,2381.55,Completed,2025-03-02
2446,5135,2023-09-11,466,2,399.99,799.98,Cancelled,
2447,417,2023-08-21,287,1,58.2,58.2,Pending,
2448,2252,2025-11-25,162,2,60.15,120.3,Completed,2025-11-26
2449,2999,2024-04-27,149,5,132.85,664.25,Cancelled,
2450,2055,2023-01-26,373,2,441.89,883.78,Cancelled,
2451,2854,2024-05-30,203,4,243.54,974.16,Pending,
2452,2591,2024-05-12,400,1,497.55,497.55,Completed,2024-05-14
2453,8797,2023-11-22,124,4,226.1,904.4,Pending,
2454,6306,2025-07-06,243,1,162.36,162.36,Pending,
2455,9668,2024-02-10,334,5,251.81,1259.05,Cancelled,
2456,6474,2025-05-23,363,4,158.17,632.68,Cancelled,
2457,2197,2025-10-19,250,1,29.46,29.46,Cancelled,
2458,4786,2024-11-23,92,1,20.03,20.03,Pending,
2459,6069,2023-03-15,452,1,19.15,19.15,Cancelled,
2460,2370,2025-10-06,495,3,401.16,1203.48,Pending,
2461,2996,2024-12-06,142,4,179.71,718.84,Pending,
2462,8714,2025-06-13,382,5,338.75,1693.75,Cancelled,
2463,7118,2023-12-31,249,2,294.66,589.32,Completed,2024-01-01
2464,9034,2023-07-31,413,2,399.57,799.14,Cancelled,
2465,6248,2024-01-26,465,2,485.42,970.84,Cancelled,
2466,7528,2023-12-07,398,5,328.95,1644.75,Cancelled,
2467,651,2023-02-13,245,3,98.52,295.56,Pending,
2468,7482,2024-12-22,463,2,48.75,97.5,Cancelled,
2469,3855,2025-01-22,297,1,412.1,412.1,Cancelled,
2470,9480,2025-05-23,350,5,101.67,508.35,Pending,
2471,4087,2024-01-27,164,3,356.48,1069.44,Cancelled,
2472,113,2023-04-27,178,4,491.87,1967.48,Cancelled,
2473,7856,2023-01-07,254,3,13.0,39.0,Cancelled,
2474,4630,2024-09-01,290,5,308.62,1543.1,Completed,2024-09-03
2475,8267,2025-07-23,194,4,355.13,1420.52,Completed,2025-07-23
2476,189,2024-05-01,280,3,456.86,1370.58,Completed,2024-05-03
2477,5882,2024-07-26,379,3,376.64,1129.92,Pending,
2478,5453,2025-01-29,299,3,59.4,178.2,Pending,
2479,5365,2023-03-12,381,5,42.99,214.95,Completed,2023-03-15
2480,5807,2024-03-02,338,1,461.15,461.15,Cancelled,
2481,9776,2023-07-23,14,4,253.96,1015.84,Completed,2023-07-24
2482,6585,2025-05-28,118,3,369.73,1109.19,Pending,
2483,499,2024-11-17,376,3,41.79,125.37,Pending,
2484,2333,2025-10-14,453,2,126.26,252.52,Pending,
2485,7977,2025-05-09,444,5,395.55,1977.75,Completed,2025-05-09
2486,2827,2024-02-11,453,2,320.32,640.64,Cancelled,
2487,8454,2023-08-18,72,1,226.26,226.26,Cancelled,
2488,5034,2024-04-16,181,4,373.44,1493.76,Cancelled,
2489,2278,2024-10-17,450,1,44.6,44.6,Pending,
2490,5197,2025-06-22,384,5,217.32,1086.6,Completed,2025-06-23
2491,5011,2023-05-25,45,5,422.22,2111.1,Pending,
2492,265,2024-05-03,54,5,256.9,1284.5,Pending,
2493,7078,2024-05-08,28,3,392.92,1178.76,Cancelled,
2494,432,2024-06-15,345,1,125.09,125.09,Cancelled,
2495,307,2023-07-15,261,2,355.44,710.88,Completed,2023-07-17
2496,614,2023-07-09,347,1,73.2,73.2,Cancelled,
2497,1242,2023-11-10,156,3,21.63,64.89,Pending,
2498,2208,2025-07-05,24,5,138.28,691.4,Completed,2025-07-08
2499,3139,2025-12-27,229,2,382.15,764.3,Completed,2025-12-30
2500,2104,2023-01-23,108,1,147.25,147.25,Cancelled,
2501,8120,2024-09-29,341,3,114.39,343.17,Pending,
2502,2126,2024-09-20,157,1,31.26,31.26,Completed,2024-09-20
2503,6474,2023-02-12,151,1,42.16,42.16,Cancelled,
2504,3265,2024-08-21,57,1,124.86,124.86,Completed,2024-08-24
2505,776,2024-09-13,69,4,382.32,1529.28,Pending,
2506,3802,2023-09-19,348,5,480.45,2402.25,Completed,2023-09-22
2507,1395,2023-09-25,337,4,195.11,780.44,Pending,
2508,9829,2025-12-06,410,5,471.06,2355.3,Cancelled,
2509,9073,2025-10-14,367,4,250.64,1002.56,Completed,2025-10-16
2510,8194,2023-05-11,112,4,237.71,950.84,Pending,
2511,3492,2023-09-21,405,5,273.15,1365.75,Cancelled,
2512,7479,2024-04-02,315,2,30.44,60.88,Cancelled,
2513,637,2025-09-02,116,3,187.01,561.03,Cancelled,
2514,5597,2024-06-01,164,5,210.85,1054.25,Cancelled,
2515,7476,2023-06-23,331,2,147.47,294.94,Cancelled,
2516,9483,2023-03-04,256,4,391.64,1566.56,Cancelled,
2517,1753,2023-03-24,127,3,439.42,1318.26,Completed,2023-03-25
2518,8837,2023-08-06,393,3,126.83,380.49,Completed,2023-08-06
2519,4570,2025-01-10,462,3,304.47,913.41,Pending,
2520,1330,2024-01-10,230,5,164.94,824.7,Pending,
2521,8464,2025-04-20,117,3,425.25,1275.75,Completed,
2522,7672,2023-04-22,379,1,386.19,386.19,Pending,
2523,4573,2025-07-28,287,2,37.03,74.06,Completed,2025-07-30
2524,3589,2024-11-20,387,3,140.82,422.46,Pending,
2525,8457,2025-07-10,389,5,341.99,1709.95,Completed,2025-07-11
2526,1735,2023-10-05,500,1,372.73,372.73,Completed,2023-10-05
2527,5085,2024-07-21,12,4,382.31,1529.24,Pending,
2528,2848,2023-09-13,401,3,207.24,621.72,Cancelled,
2529,8058,2025-06-27,188,5,349.5,1747.5,Completed,2025-06-27
2530,7005,2024-09-28,283,4,246.9,987.6,Cancelled,
2531,4480,2025-05-06,132,2,480.37,960.74,Pending,
2532,8153,2024-08-21,154,1,350.9,350.9,Cancelled,
2533,1347,2025-04-28,241,1,404.55,404.55,Pending,
2534,7639,2025-10-25,238,1,123.16,123.16,Pending,
2535,771,2024-10-30,238,3,333.21,999.63,Pending,
2536,4003,2023-03-01,238,2,160.9,321.8,Completed,2023-03-04
2537,981,2024-06-09,308,2,323.15,646.3,Pending,
2538,3729,2024-06-18,409,5,491.48,2457.4,Completed,2024-06-19
2539,9399,2024-06-18,207,2,148.98,297.96,Pending,
2540,8641,2024-08-01,438,1,61.59,61.59,Cancelled,
2541,1528,2024-01-28,31,5,218.74,1093.7,Completed,2024-01-29
2542,4331,2023-06-21,417,3,347.78,1043.34,Completed,2023-06-21
2543,6017,2023-12-07,238,5,49.53,247.65,Completed,2023-12-08
2544,7542,2024-07-09,124,3,106.93,320.79,Pending,
2545,6248,2024-12-26,455,4,155.05,620.2,Cancelled,
2546,6225,2024-11-08,108,2,164.45,328.9,Cancelled,
2547,2023,2023-11-14,106,1,412.59,412.59,Completed,2023-11-14
2548,443,2023-08-21,304,2,23.61,47.22,Pending,
2549,4061,2025-09-28,53,4,328.31,1313.24,Pending,
2550,542,2023-04-19,402,3,436.86,1310.58,Pending,
2551,5068,2023-06-04,346,3,90.34,271.02,Completed,2023-06-07
2552,5989,2024-05-15,384,2,284.66,569.32,Cancelled,
2553,6954,2023-10-06,162,1,70.61,70.61,Completed,2023-10-08
2554,2322,2024-09-29,139,4,398.13,1592.52,Pending,
2555,5398,2025-12-29,141,3,112.73,338.19,Completed,2025-12-30
2556,2085,2025-04-02,272,5,190.68,953.4,Cancelled,
2557,9512,2023-08-07,139,3,484.07,1452.21,Pending,
2558,3193,2024-01-28,69,3,282.03,846.09,Cancelled,
2559,5699,2024-04-16,423,5,37.42,187.1,Pending,
2560,2809,2024-11-13,449,5,263.76,1318.8,Completed,
2561,747,2025-10-12,162,4,360.88,1443.52,Cancelled,
2562,7391,2023-06-30,300,2,186.75,373.5,Completed,2023-07-02
2563,7756,2024-01-06,144,4,249.44,997.76,Completed,2024-01-08
2564,9623,2025-03-10,136,2,26.62,53.24,Completed,2025-03-10
2565,143,2023-04-10,223,4,288.47,1153.88,Cancelled,
2566,4877,2023-10-05,200,5,222.85,1114.25,Cancelled,
2567,5981,2025-07-25,187,2,253.45,506.9,Cancelled,
2568,9216,2024-04-11,403,3,452.57,1357.71,Completed,2024-04-14
2569,1650,2023-02-12,299,2,69.43,138.86,Completed,
2570,5906,2023-11-18,441,3,406.81,1220.43,Completed,2023-11-21
2571,7113,2023-03-31,48,1,291.02,291.02,Cancelled,
2572,4144,2024-03-31,73,4,25.23,100.92,Cancelled,
2573,2230,2023-10-21,204,3,337.53,1012.59,Pending,
2574,3298,2025-09-03,152,1,345.96,345.96,Pending,
2575,6091,2024-03-21,68,1,328.05,328.05,Pending,
2576,9790,2024-08-31,127,5,467.87,2339.35,Completed,2024-09-01
2577,9392,2025-07-30,286,3,86.09,258.27,Pending,
2578,8182,2025-05-25,47,5,456.06,2280.3,Cancelled,
2579,4302,2025-04-28,372,3,463.96,1391.88,Completed,2025-04-30
2580,7478,2024-12-26,432,5,439.16,2195.8,Pending,
2581,3163,2025-07-07,372,1,251.58,251.58,Completed,2025-07-08
2582,1745,2025-06-18,374,5,122.01,610.05,Pending,
2583,388,2024-07-27,462,2,114.51,229.02,Pending,
2584,2120,2025-03-18,442,4,199.86,799.44,Completed,2025-03-20
2585,4535,2023-03-04,393,1,146.3,146.3,Completed,2023-03-06
2586,2677,2023-07-23,42,5,195.11,975.55,Cancelled,
2587,2012,2023-06-12,490,1,181.61,181.61,Pending,
2588,9882,2023-09-26,273,2,28.55,57.1,Cancelled,
2589,5547,2024-08-20,348,5,184.69,923.45,Cancelled,
2590,6882,2023-10-04,227,4,245.94,983.76,Completed,2023-10-05
2591,4342,2024-10-13,358,2,456.22,912.44,Pending,
2592,2183,2025-07-24,100,4,264.81,1059.24,Pending,
2593,9478,2025-05-06,395,2,49.11,98.22,Completed,2025-05-06
2594,24,2023-10-10,195,4,226.1,904.4,Pending,
2595,3174,2023-05-19,132,3,477.34,1432.02,Cancelled,
2596,9327,2025-12-04,198,4,485.91,1943.64,Completed,2025-12-07
2597,5841,2023-05-20,185,4,131.83,527.32,Pending,
2598,71,2024-12-30,93,5,288.22,1441.1,Pending,
2599,7425,2023-05-15,285,2,24.86,49.72,Cancelled,
2600,7804,2025-01-10,27,5,112.7,563.5,Pending,
2601,3732,2025-08-14,231,1,491.38,491.38,Cancelled,
2602,4509,2025-09-02,99,1,373.62,373.62,Cancelled,
2603,2620,2024-11-27,27,4,338.22,1352.88,Completed,2024-11-27
2604,6750,2025-12-12,77,5,360.93,1804.65,Pending,
2605,2470,2023-05-01,242,2,23.48,46.96,Cancelled,
2606,2567,2025-09-05,44,1,266.0,266.0,Completed,2025-09-06
2607,6776,2024-10-24,292,1,74.39,74.39,Pending,
2608,5372,2023-06-04,417,5,454.4,2272.0,Cancelled,
2609,7612,2025-11-22,370,3,66.34,199.02,Completed,2025-11-22
2610,3222,2024-02-09,86,1,411.34,411.34,Cancelled,
2611,929,2025-12-12,276,4,433.22,1732.88,Cancelled,
2612,1099,2024-08-02,481,4,174.75,699.0,Pending,
2613,3622,2024-07-26,63,1,33.07,33.07,Cancelled,
2614,5728,2025-05-16,253,5,353.33,1766.65,Completed,2025-05-18
2615,5551,2023-01-11,301,5,379.0,1895.0,Completed,2023-01-13
2616,4065,2025-06-15,91,4,212.03,848.12,Completed,2025-06-16
2617,8220,2025-07-01,92,4,478.16,1912.64,Pending,
2618,2201,2023-09-13,148,1,161.15,161.15,Pending,
2619,5308,2024-07-07,392,1,344.17,344.17,Cancelled,
2620,6576,2024-06-14,465,2,61.96,123.92,Completed,2024-06-15
2621,3297,2024-08-28,310,5,453.08,2265.4,Pending,
2622,6188,2025-05-21,402,4,135.64,542.56,Pending,
2623,9171,2025-06-23,285,4,286.18,1144.72,Cancelled,
2624,5156,2025-01-07,273,4,142.66,570.64,Pending,
2625,6477,2023-06-26,28,4,234.29,937.16,Pending,
2626,1502,2025-05-28,149,5,229.32,1146.6,Pending,
2627,5195,2025-07-10,276,2,232.71,465.42,Pending,
2628,2624,2023-05-29,496,3,291.75,875.25,Pending,
2629,4358,2025-06-02,380,3,341.14,1023.42,Cancelled,
2630,4239,2025-12-04,76,2,493.42,986.84,Completed,2025-12-06
2631,4797,2025-06-20,2,1,246.41,246.41,Cancelled,
2632,5646,2024-02-16,200,1,402.88,402.88,Completed,2024-02-17
2633,9659,2025-06-03,461,2,380.86,761.72,Pending,
2634,3414,2023-11-22,241,3,390.39,1171.17,Pending,
2635,6380,2023-10-16,187,4,495.21,1980.84,Pending,
2636,4083,2023-11-13,437,1,23.16,23.16,Completed,2023-11-15
2637,3836,2023-08-24,189,2,355.76,711.52,Pending,
2638,6363,2024-11-28,398,4,19.66,78.64,Cancelled,
2639,5467,2023-01-02,449,4,407.49,1629.96,Pending,
2640,9925,2025-04-14,335,1,351.91,351.91,Pending,
2641,4402,2023-03-05,104,1,412.37,412.37,Pending,
2642,3098,2025-04-10,174,2,298.27,596.54,Completed,2025-04-12
2643,7229,2025-06-27,444,1,370.82,370.82,Pending,
2644,408,2025-05-22,23,4,143.45,573.8,Completed,2025-05-24
2645,7294,2024-05-05,127,1,496.5,496.5,Completed,2024-05-05
2646,4649,2025-09-26,159,2,199.88,399.76,Completed,2025-09-29
2647,,2024-05-03,258,4,101.36,405.44,Pending,
2648,7832,2025-01-02,457,4,402.0,1608.0,Pending,
2649,6139,2024-10-27,131,5,224.19,1120.95,Pending,
2650,4760,2025-12-08,77,5,364.97,1824.85,Completed,2025-12-09
2651,5924,2025-09-28,260,2,317.61,635.22,Completed,2025-10-01
2652,3396,2023-12-21,215,3,346.16,1038.48,Pending,
2653,2639,2023-06-18,325,2,110.43,220.86,Pending,
2654,2609,2025-12-09,460,1,163.88,163.88,Pending,
2655,900036,2023-01-30,237,2,431.97,863.94,Pending,
2656,4475,2023-01-14,149,5,136.7,683.5,Completed,2023-01-17
2657,4357,2023-05-26,187,1,369.7,369.7,Completed,2023-05-29
2658,4862,2025-03-10,4,3,214.67,644.01,Cancelled,
2659,1385,2024-04-17,296,1,206.92,206.92,Cancelled,
2660,7212,2024-09-27,190,4,250.86,1003.44,Cancelled,
2661,6546,2025-07-10,385,3,410.05,1230.15,Cancelled,
2662,6568,2025-06-05,198,3,245.52,736.56,Completed,
2663,138,2024-12-23,65,5,338.89,1694.45,Completed,2024-12-24
2664,5400,2025-06-11,160,3,464.02,1392.06,Pending,
2665,1017,2025-10-02,187,3,290.88,872.64,Cancelled,
2666,8671,2025-11-29,254,2,300.71,601.42,Cancelled,
2667,7669,2025-09-25,74,3,156.55,469.65,Completed,2025-09-25
2668,9077,2025-06-01,40,3,349.25,1047.75,Completed,2025-06-02
2669,3804,2025-08-15,402,5,221.58,1107.9,Cancelled,
2670,1011,2024-07-18,18,4,402.2,1608.8,Pending,
2671,7075,2024-09-17,213,2,296.24,592.48,Pending,
2672,1438,2023-11-29,410,3,131.11,393.33,Pending,
2673,3112,2023-07-02,279,5,412.17,2060.85,Pending,
2674,325,2024-05-10,421,1,63.16,63.16,Pending,
2675,352,2025-11-07,135,4,183.28,733.12,Cancelled,
2676,5622,2025-12-25,166,5,254.09,1270.45,Completed,2025-12-27
2677,9331,2024-12-29,79,4,61.13,244.52,Pending,
2678,6752,2024-07-20,99,5,234.15,1170.75,Completed,2024-07-21
2679,7424,2024-10-11,38,5,441.05,2205.25,Pending,
2680,1459,2025-10-24,234,2,170.81,341.62,Completed,2025-10-27
2681,3332,2024-05-21,337,5,358.9,1794.5,Cancelled,
2682,8802,2024-12-28,364,4,335.5,1342.0,Pending,
2683,8748,2025-08-08,335,2,170.24,340.48,Cancelled,
2684,753,2025-03-03,463,1,304.0,304.0,Cancelled,
2685,7081,2023-08-16,397,2,139.23,278.46,Completed,2023-08-18
2686,2755,2025-08-21,216,5,106.0,530.0,Cancelled,
2687,7072,2024-08-04,71,5,431.4,2157.0,Pending,
2688,9665,2025-09-20,495,4,103.71,414.84,Completed,2025-09-20
2689,65,2023-07-05,417,2,330.94,661.88,Completed,2023-07-05
2690,2085,2024-10-02,439,1,102.06,102.06,Cancelled,
2691,1653,2025-07-19,82,2,70.86,141.72,Completed,2025-07-19
2692,5765,2024-07-15,461,4,94.05,376.2,Completed,2024-07-17
2693,2997,2025-05-04,353,2,27.47,54.94,Completed,2025-05-07
2694,3864,2024-03-20,324,5,113.95,569.75,Cancelled,
2695,8552,2024-12-23,19,2,151.09,302.18,Cancelled,
2696,2101,2023-09-27,197,3,127.89,383.67,Cancelled,
2697,4531,2023-07-07,489,1,125.16,125.16,Cancelled,
2698,5135,2025-10-09,161,5,380.79,1903.95,Completed,2025-10-11
2699,2313,2023-11-23,32,3,269.32,807.96,Pending,
2700,7994,2024-12-10,26,3,190.85,572.55,Cancelled,
2701,,2024-03-10,378,2,262.59,525.18,Cancelled,
2702,2290,2025-08-11,13,3,142.22,426.66,Completed,2025-08-12
2703,198,2023-06-26,13,4,247.27,989.08,Cancelled,
2704,5383,2023-12-23,121,2,469.96,939.92,Pending,
2705,3615,2025-09-28,244,4,223.72,894.88,Completed,2025-10-01
2706,2086,2023-05-13,225,4,184.91,739.64,Pending,
2707,5079,2024-11-22,165,5,464.11,2320.55,Completed,2024-11-22
2708,6384,2024-01-04,466,4,219.72,878.88,Completed,2024-01-05
2709,9456,2024-03-20,409,2,307.54,615.08,Pending,
2710,836,2025-08-05,363,2,481.24,962.48,Completed,2025-08-05
2711,4173,2024-03-01,453,2,321.93,643.86,Cancelled,
2712,2583,2023-04-14,224,4,313.18,1252.72,Cancelled,
2713,2965,2024-11-07,259,3,408.05,1224.15,Completed,2024-11-07
2714,9891,2023-09-27,309,1,118.31,118.31,Pending,
2715,7236,2023-08-13,76,3,303.73,911.19,Cancelled,
2716,7569,2025-01-12,162,1,474.98,474.98,Pending,
2717,1468,2023-06-22,405,4,470.8,1883.2,Pending,
2718,6416,2023-12-30,18,3,303.04,909.12,Pending,
2719,4524,2023-01-08,368,3,102.9,308.7,Completed,2023-01-11
2720,4113,2024-06-30,149,2,413.62,827.24,Cancelled,
2721,1523,2025-05-06,302,3,82.2,246.6,Cancelled,
2722,924,2023-01-16,324,4,318.33,1273.32,Pending,
2723,8196,2025-06-23,204,2,166.38,332.76,Completed,2025-06-26
2724,7904,2024-10-16,343,1,37.63,37.63,Pending,
2725,6098,2024-01-21,277,2,29.35,58.7,Pending,
2726,983,2023-03-30,461,4,113.74,454.96,Pending,
2727,6949,2024-12-01,264,4,466.6,1866.4,Completed,2024-12-03
2728,7856,2025-04-26,62,2,280.84,561.68,Completed,2025-04-26
2729,4493,2024-05-09,149,4,322.48,1289.92,Pending,
2730,4703,2024-01-12,365,4,183.32,733.28,Cancelled,
2731,8657,2025-04-26,439,3,469.75,1409.25,Pending,
2732,6731,2024-11-15,152,2,173.12,346.24,Completed,2024-11-16
2733,1114,2024-10-04,499,5,189.56,947.8,Cancelled,
2734,9321,2025-10-20,203,4,185.9,743.6,Cancelled,
2735,9502,2025-01-09,468,4,170.33,681.32,Completed,
2736,3587,2024-04-13,362,4,374.54,1498.16,Pending,
2737,6475,2024-01-09,292,3,262.76,788.28,Cancelled,
2738,143,2023-10-14,46,5,88.28,441.4,Pending,
2739,4352,2024-10-29,48,3,183.03,549.09,Cancelled,
2740,3244,2025-01-24,430,4,324.18,1296.72,Pending,
2741,6771,2025-09-19,204,1,143.78,143.78,Completed,2025-09-22
2742,941,2024-09-20,110,2,313.23,626.46,Completed,
2743,7974,2023-06-08,113,2,97.68,195.36,Cancelled,
2744,265,2023-10-20,63,5,391.79,1958.95,Completed,2023-10-21
2745,3117,2024-09-29,457,5,84.89,424.45,Cancelled,
2746,1425,2025-01-26,17,3,288.21,864.63,Pending,
2747,7551,2024-06-17,14,4,341.67,1366.68,Cancelled,
2748,9888,2024-11-03,102,1,461.36,461.36,Completed,2024-11-04
2749,8173,2024-08-25,385,4,234.37,937.48,Cancelled,
2750,7182,2023-02-19,26,5,86.36,431.8,Completed,2023-02-22
2751,5057,2025-02-11,312,5,118.77,593.85,Cancelled,
2752,9259,2023-01-10,349,3,113.08,339.24,Completed,2023-01-12
2753,5358,2023-02-03,272,3,293.85,881.55,Completed,2023-02-06
2754,7811,2023-12-05,293,2,194.73,389.46,Cancelled,
2755,2339,2023-10-27,108,3,229.48,688.44,Pending,
2756,4984,2025-09-26,126,4,461.69,1846.76,Cancelled,
2757,899,2023-12-06,243,3,239.09,717.27,Pending,
2758,4120,2024-05-08,130,4,213.93,855.72,Pending,
2759,1641,2023-04-05,181,3,303.75,911.25,Cancelled,
2760,8960,2025-03-02,45,1,490.36,490.36,Cancelled,
2761,8228,2025-03-21,87,5,199.2,996.0,Cancelled,
2762,8549,2025-11-30,357,4,471.9,1887.6,Cancelled,
2763,4106,2023-12-13,140,5,448.13,2240.65,Completed,2023-12-14
2764,8522,2025-01-07,43,4,314.58,1258.32,Completed,2025-01-07
2765,4911,2024-04-15,342,3,33.05,99.15,Cancelled,
2766,3856,2024-04-11,357,1,276.79,276.79,Cancelled,
2767,6473,2023-02-26,63,5,373.19,1865.95,Completed,2023-02-26
2768,3334,2023-10-04,331,4,483.12,1932.48,Cancelled,
2769,9993,2024-05-22,324,5,405.46,2027.3,Pending,
2770,456,2023-11-20,82,1,198.92,198.92,Pending,
2771,6014,2025-10-23,392,2,25.23,50.46,Cancelled,
2772,9502,2023-11-10,124,1,188.27,188.27,Pending,
2773,3193,2023-05-30,476,2,408.71,817.42,Completed,2023-05-31
2774,80,2023-05-17,150,5,281.12,1405.6,Pending,
2775,746,2023-12-10,249,2,129.76,259.52,Cancelled,
2776,3069,2025-05-23,248,1,418.53,418.53,Pending,
2777,298,2024-12-13,310,2,57.86,115.72,Completed,2024-12-15
2778,9426,2025-03-27,463,1,13.82,13.82,Pending,
2779,9533,2023-08-04,336,1,476.1,476.1,Completed,2023-08-05
2780,4818,2023-12-23,481,3,269.5,808.5,Completed,2023-12-26
2781,1192,2023-08-21,191,3,149.49,448.47,Completed,2023-08-21
2782,960,2023-08-21,239,5,231.58,1157.9,Pending,
2783,8734,2025-09-15,73,2,454.0,908.0,Completed,2025-09-16
2784,8935,2025-11-30,5,2,148.69,297.38,Cancelled,
2785,3358,2023-08-22,92,2,65.5,131.0,Cancelled,
2786,6139,2023-01-26,13,5,436.51,2182.55,Pending,
2787,1247,2023-12-31,136,5,124.38,621.9,Cancelled,
2788,7388,2024-12-18,96,4,88.49,353.96,Pending,
2789,2688,2023-03-29,453,1,117.92,117.92,Pending,
2790,9241,2025-06-13,240,3,365.52,1096.56,Pending,
2791,3525,2025-12-19,489,2,446.36,892.72,Completed,2025-12-19
2792,7307,2023-06-20,206,5,64.3,321.5,Completed,2023-06-23
2793,2224,2025-04-22,378,5,13.46,67.3,Completed,2025-04-23
2794,4204,2025-11-04,204,2,221.83,443.66,Pending,
2795,2804,2023-02-02,88,1,311.25,311.25,Completed,2023-02-04
2796,380,2024-03-03,329,3,473.26,1419.78,Pending,
2797,3234,2025-01-09,406,1,308.08,308.08,Completed,2025-01-09
2798,7330,2024-12-02,15,3,399.73,1199.19,Pending,
2799,8222,2025-12-16,133,3,90.27,270.81,Completed,2025-12-19
2800,3813,2025-07-03,32,4,257.06,1028.24,Completed,2025-07-06
2801,114,2023-04-12,376,5,330.97,1654.85,Pending,
2802,7365,2023-02-18,334,4,143.57,574.28,Completed,2023-02-20
2803,5275,2025-11-10,119,3,361.76,1085.28,Pending,
2804,2678,2023-06-22,255,4,91.83,367.32,Cancelled,
2805,2254,2025-06-25,125,5,101.83,509.15,Pending,
2806,8965,2023-08-30,434,2,73.91,147.82,Completed,2023-08-31
2807,3167,2023-05-10,424,3,23.57,70.71,Pending,
2808,509,2025-02-24,274,1,444.04,444.04,Cancelled,
2809,483,2023-03-22,187,2,158.4,316.8,Completed,2023-03-22
2810,4476,2025-08-18,327,4,402.97,1611.88,Cancelled,
2811,804,2023-07-01,236,4,143.04,572.16,Completed,2023-07-04
2812,8360,2025-06-11,468,5,208.71,1043.55,Pending,
2813,4172,2023-07-03,84,1,229.44,229.44,Cancelled,
2814,4879,2023-02-21,158,5,345.52,1727.6,Pending,
2815,9463,2025-12-03,62,1,457.82,457.82,Pending,
2816,5494,2024-07-15,421,4,254.93,1019.72,Cancelled,
2817,7193,2025-04-03,238,4,452.04,1808.16,Cancelled,
2818,4391,2024-11-23,67,5,205.56,1027.8,Pending,
2819,640,2023-07-17,248,5,85.11,425.55,Pending,
2820,5021,2025-07-10,217,3,46.8,140.4,Completed,2025-07-13
2821,2500,2023-03-24,67,2,282.01,564.02,Completed,2023-03-26
2822,7408,2024-04-16,157,5,438.25,2191.25,Completed,2024-04-17
2823,3107,2024-10-22,442,2,39.07,78.14,Completed,2024-10-23
2824,8588,2025-12-25,138,5,282.26,1411.3,Pending,
2825,8226,2025-01-08,363,4,95.58,382.32,Completed,2025-01-09
2826,5562,2024-03-16,322,4,446.96,1787.84,Cancelled,
2827,4177,2023-02-02,84,1,448.2,448.2,Cancelled,
2828,8242,2024-05-12,295,4,336.33,1345.32,Pending,
2829,6294,2025-12-18,158,3,271.52,814.56,Completed,2025-12-21
2830,9130,2024-05-23,300,2,166.36,332.72,Completed,2024-05-25
2831,3929,2023-09-26,364,5,47.95,239.75,Cancelled,
2832,7438,2025-05-02,339,4,91.35,365.4,Pending,
2833,5464,2025-08-27,128,2,416.91,833.82,Completed,2025-08-30
2834,1710,2023-11-20,29,4,217.82,871.28,Pending,
2835,969,2024-07-07,400,1,138.28,138.28,Pending,
2836,6527,2023-07-08,192,2,135.16,270.32,Cancelled,
2837,6810,2024-12-04,91,2,206.56,413.12,Cancelled,
2838,3558,2025-05-09,94,2,188.57,377.14,Pending,
2839,4364,2024-08-03,142,3,187.9,563.7,Cancelled,
2840,5022,2023-08-29,379,2,142.74,285.48,Completed,2023-08-29
2841,7655,2023-06-08,54,3,139.92,419.76,Cancelled,
2842,9301,2024-06-26,151,3,244.25,732.75,Completed,2024-06-26
2843,4904,2025-12-24,368,2,429.58,859.16,Completed,2025-12-24
2844,2645,2025-01-21,39,5,64.51,322.55,Completed,2025-01-24
2845,4124,2023-12-22,462,4,151.25,605.0,Cancelled,
2846,2844,2025-10-23,227,3,226.05,678.15,Pending,
2847,8656,2024-10-23,110,4,193.58,774.32,Cancelled,
2848,3930,2023-08-31,185,1,39.97,39.97,Completed,2023-09-02
2849,1234,2025-01-24,484,5,117.92,589.6,Completed,2025-01-25
2850,5565,2024-04-25,25,4,408.26,1633.04,Cancelled,
2851,5314,2023-12-18,134,2,498.84,997.68,Pending,
2852,2299,2025-10-27,47,3,208.21,624.63,Completed,2025-10-28
2853,6291,2025-09-06,274,2,161.18,322.36,Cancelled,
2854,1164,2023-04-08,419,3,319.63,958.89,Pending,
