product_id,product_name,category,price,cost,stock_quantity,reorder_level
411,Switchable incremental project,Sports,90.37,52.68,477,25
412,Up-sized background open system,Books,430.32,202.65,455,23
413,Phased didactic access,Sports,442.19,265.6,344,23
414,Customizable fault-tolerant project,Electronics,115.1,68.31,258,31
415,Cloned bandwidth-monitored attitude,Books,321.15,241.93,467,35
416,Balanced regional frame,Apparel,96.75,56.3,222,45
417,Synchronized radical middleware,Electronics,159.3,113.23,498,14
418,Re-engineered reciprocal ability,Apparel,103.04,68.58,102,24
419,Synchronized full-range installation,Books,361.28,166.53,434,42
420,Phased real-time synergy,Apparel,-1.0,180.26,236,48
421,Reactive full-range middleware,Sports,366.88,156.04,166,11
422,Open-source empowering software,Sports,208.97,158.45,197,16
423,Robust analyzing methodology,Home,328.81,187.09,422,47
424,Secured human-resource capability,Books,91.85,60.06,267,16
425,Public-key fault-tolerant throughput,Apparel,429.59,311.58,394,14
426,Upgradable actuating flexibility,Sports,314.37,184.48,489,36
427,Enterprise-wide secondary attitude,Electronics,67.22,51.58,180,47
428,Cross-group intangible structure,Apparel,215.31,159.61,277,29
429,Expanded didactic focus group,Electronics,181.47,108.7,366,19
430,Switchable analyzing capability,Sports,353.73,194.82,273,34
431,Optional impactful encryption,Home,384.22,247.69,294,16
432,Extended bandwidth-monitored emulation,Home,77.8,45.07,315,42
433,Right-sized demand-driven definition,Apparel,300.66,227.43,175,30
434,Visionary methodical core,Sports,119.52,60.85,321,50
435,Open-architected asynchronous methodology,Home,14.43,8.34,453,18
436,Re-engineered needs-based frame,Sports,293.87,189.0,137,50
437,Fundamental scalable monitoring,Sports,242.84,171.43,216,47
438,Reduced real-time middleware,Sports,494.35,257.95,293,49
439,Exclusive holistic moratorium,Electronics,204.22,83.45,283,48
440,Pre-emptive fault-tolerant projection,Sports,234.07,157.86,130,45
441,Future-proofed multi-tasking Graphical User Interface,Books,182.45,118.07,145,35
442,Exclusive bottom-line challenge,Apparel,145.14,113.42,410,48
443,Future-proofed well-modulated architecture,Electronics,402.97,297.71,210,39
444,Proactive upward-trending hub,Books,128.84,94.77,483,50
445,Secured web-enabled website,Books,178.25,99.73,274,44
446,Customer-focused systemic instruction set,Books,62.34,34.43,273,11
447,Implemented well-modulated time-frame,Books,139.96,73.68,85,50
448,Realigned scalable service-desk,Electronics,262.24,146.28,167,20
449,Seamless web-enabled Local Area Network,Electronics,67.95,51.31,83,35
450,Sharable 4thgeneration forecast,Sports,78.38,45.73,204,28
451,Optional tangible time-frame,Electronics,280.91,213.69,430,44
452,Innovative upward-trending adapter,Home,97.78,60.02,183,43
453,Business-focused bifurcated throughput,Books,61.14,29.87,449,44
454,User-centric even-keeled parallelism,Electronics,290.84,138.43,168,40
455,Configurable dedicated encryption,Books,159.51,115.79,121,49
456,Pre-emptive actuating open system,Electronics,301.55,177.76,283,32
457,Sharable encompassing Local Area Network,Electronics,213.84,159.57,76,38
458,Down-sized hybrid challenge,Electronics,396.27,303.57,0,23
459,Customizable human-resource encoding,Sports,32.5,17.48,389,35
460,Cloned global Local Area Network,Books,59.89,45.24,182,23
461,Persistent zero-defect instruction set,Home,18.47,14.54,198,28
462,Cross-group heuristic Local Area Network,Books,57.57,29.04,98,38
463,Horizontal directional hardware,Home,489.59,326.06,221,38
464,Inverse secondary benchmark,Sports,289.05,173.74,467,11
465,Face-to-face homogeneous extranet,Apparel,330.28,202.24,212,12
466,Right-sized disintermediate product,Apparel,25.3,16.51,218,33
467,Ameliorated bandwidth-monitored info-mediaries,Apparel,445.39,200.05,138,28
468,Secured systemic forecast,Apparel,158.48,124.81,307,48
469,User-friendly holistic challenge,Home,469.69,261.79,340,31
470,Re-contextualized user-facing product,Sports,477.8,297.88,419,33
471,Optional leadingedge project,Sports,90.77,70.44,72,18
472,Diverse fault-tolerant productivity,Books,67.25,51.38,305,37
473,Front-line explicit projection,Sports,437.4,198.92,393,21
474,Pre-emptive 5thgeneration artificial intelligence,Electronics,100.28,74.41,311,10
475,Integrated reciprocal concept,Home,172.57,83.9,225,11
476,Organized object-oriented attitude,Sports,136.72,71.49,155,44
477,Business-focused zero tolerance complexity,Home,151.4,108.13,305,24
478,User-friendly homogeneous pricing structure,Electronics,304.38,161.47,434,24
479,Proactive fault-tolerant secured line,Sports,271.85,142.73,425,15
480,Digitized motivating process improvement,Home,485.03,249.78,111,16
481,Ameliorated human-resource infrastructure,Books,91.45,66.9,28,10
482,Re-contextualized 5thgeneration flexibility,Apparel,373.1,208.1,484,15
483,Open-source disintermediate product,Sports,465.95,199.05,121,50
484,Optional executive database,Sports,80.16,63.16,80,37
485,Centralized eco-centric flexibility,Books,388.48,238.69,374,25
486,Upgradable reciprocal Local Area Network,Home,312.57,194.5,283,30
487,Virtual real-time Internet solution,Home,93.77,59.43,87,32
488,Streamlined regional methodology,Electronics,78.57,58.43,207,17
489,Persevering secondary attitude,Home,488.97,259.68,314,15
490,Intuitive leadingedge info-mediaries,Electronics,229.83,-2.0,270,50
491,Balanced incremental matrix,Electronics,33.11,17.33,132,38
492,Switchable 24hour adapter,Apparel,232.51,118.04,391,33
493,Versatile user-facing array,Apparel,322.93,-2.0,152,38
494,Enhanced systematic neural-net,Home,438.18,303.54,57,39
495,Ameliorated 3rdgeneration circuit,Books,68.35,43.21,235,22
496,Innovative dedicated architecture,Books,137.38,101.52,104,12
497,Realigned attitude-oriented alliance,Books,173.35,103.2,15,24
498,Advanced reciprocal middleware,Sports,105.67,64.66,42,14
499,Diverse upward-trending project,Books,347.31,172.22,470,48
500,Multi-lateral tangible data-warehouse,Electronics,490.4,279.94,262,40
,Up-sized neutral task-force,Electronics,88.06,56.6,270,24
,Networked regional matrices,Books,274.57,171.12,459,50
,Self-enabling eco-centric firmware,Sports,287.22,169.17,400,49
1,Up-sized neutral task-force,Electronics,88.06,56.6,270,24
1,Networked regional matrices,Books,274.57,171.12,459,50
1,Self-enabling eco-centric firmware,Sports,287.22,169.17,400,49
1,Vision-oriented discrete algorithm,Books,45.6,18.8,219,21
1,Distributed local migration,Books,187.88,138.57,232,34
